Protein.IDs	Fasta.headers	Razor...unique.peptides.Prn1_1	Razor...unique.peptides.Prn1_2	Razor...unique.peptides.Prn1_3	Razor...unique.peptides.Prn1_4	Razor...unique.peptides.Prn1_H2O2_1	Razor...unique.peptides.Prn1_H2O2_2	Razor...unique.peptides.Prn1_H2O2_3	Razor...unique.peptides.Prn1_H2O2_4	Razor...unique.peptides.WT_H2O2_1	Razor...unique.peptides.WT_H2O2_2	Razor...unique.peptides.WT_H2O2_3	Razor...unique.peptides.WT_H2O2_4	Razor...unique.peptides.WT1	Razor...unique.peptides.WT2	Razor...unique.peptides.WT3	Razor...unique.peptides.WT4	Unique.peptides.Prn1_1	Unique.peptides.Prn1_2	Unique.peptides.Prn1_3	Unique.peptides.Prn1_4	Unique.peptides.Prn1_H2O2_1	Unique.peptides.Prn1_H2O2_2	Unique.peptides.Prn1_H2O2_3	Unique.peptides.Prn1_H2O2_4	Unique.peptides.WT_H2O2_1	Unique.peptides.WT_H2O2_2	Unique.peptides.WT_H2O2_3	Unique.peptides.WT_H2O2_4	Unique.peptides.WT1	Unique.peptides.WT2	Unique.peptides.WT3	Unique.peptides.WT4	Intensity.Prn1_1	Intensity.Prn1_2	Intensity.Prn1_3	Intensity.Prn1_4	Intensity.Prn1_H2O2_1	Intensity.Prn1_H2O2_2	Intensity.Prn1_H2O2_3	Intensity.Prn1_H2O2_4	Intensity.WT_H2O2_1	Intensity.WT_H2O2_2	Intensity.WT_H2O2_3	Intensity.WT_H2O2_4	Intensity.WT1	Intensity.WT2	Intensity.WT3	Intensity.WT4	Only.identified.by.site	Reverse	Potential.contaminant
orf19.861	orf19.861 CAP4 CGDID:CAL0002806 COORDS:Ca21chr2_C_albicans_SC5314:758733-758203C, translated using codon table 12 (176 amino acids) Uncharacterized ORF; Predicted bZip transcription factor; possibly an essential gene, disruptants not obtained by UAU1 metho	1	1	1	1	1	1	1	3	2	1	1	1	3	2	3	2	1	1	1	1	1	1	1	3	2	1	1	1	3	2	3	2	17077000	15281000	26252000	15856000	9541800	7649800	8167300	41555000	13630000	18010000	15395000	13045000	40408000	37800000	38098000	34946000			
orf19.863	orf19.863 orf19.863 CGDID:CAL0002812 COORDS:Ca21chr2_C_albicans_SC5314:756454-755318C, translated using codon table 12 (378 amino acids) Uncharacterized ORF; Protein of unknown function	10	10	9	8	11	9	11	8	10	12	8	9	8	11	9	10	10	10	9	8	11	9	11	8	10	12	8	9	8	11	9	10	469530000	564810000	330760000	555970000	523760000	312520000	324920000	407870000	546830000	1081100000	407090000	410740000	190310000	542520000	351620000	581290000			
orf19.873.1	orf19.873.1 COX6 CGDID:CAF0006913 COORDS:Ca21chr2_C_albicans_SC5314:724341-723813C, translated using codon table 12 (150 amino acids) Verified ORF; Putative cytochrome c oxidase; flucytosine induced	6	7	7	6	7	6	7	7	6	6	7	7	7	7	7	7	6	7	7	6	7	6	7	7	6	6	7	7	7	7	7	7	1245700000	1398100000	820000000	566570000	1152400000	1065299999.9999999	587460000	591910000	596130000	925680000	525000000	591620000	1938799999.9999998	1616099999.9999998	670880000	807770000			
orf19.88	orf19.88 ILV5 CGDID:CAL0000685 COORDS:Ca21chr6_C_albicans_SC5314:171374-170172C, translated using codon table 12 (400 amino acids) Uncharacterized ORF; Ketol-acid reductoisomerase; antigenic; regulated by Gcn4; GlcNAc, amino acid starvation (3-AT)-induced;	20	20	22	20	20	20	15	14	19	20	17	15	19	20	20	17	20	20	22	20	20	20	15	14	19	20	17	15	19	20	20	17	9114900000	9491300000	11654000000	9249700000	10580000000	9080500000	1443000000	2279700000	11762000000	11061000000	2965199999.9999995	1899599999.9999998	8306899999.999999	8736200000	8443399999.999999	7460699999.999999			
orf19.882	orf19.882 HSP78 CGDID:CAL0002893 COORDS:Ca21chr2_C_albicans_SC5314:709618-707180C, translated using codon table 12 (812 amino acids) Uncharacterized ORF; Heat-shock protein; regulated by macrophage response, Nrg1, Mig1, Gcn2, Gcn4, Mnl1p; heavy metal (cadm	0	0	0	0	3	2	1	0	5	5	0	0	1	0	0	0	0	0	0	0	3	2	1	0	5	5	0	0	1	0	0	0	0	0	0	0	17933000	18990000	0	0	28794000	450690000	0	0	6124400	0	0	0			
orf19.886	orf19.886 PAN1 CGDID:CAL0002900 COORDS:Ca21chr2_C_albicans_SC5314:702830-707023W, translated using codon table 12 (1397 amino acids) Verified ORF; Essential protein involved in endocytosis and polarized growth; ortholog of S. cerevisiae Pan1, which is a pa	8	7	8	7	7	8	6	8	8	10	6	8	13	9	5	5	8	7	8	7	7	8	6	8	8	10	6	8	13	9	5	5	94027000	67566000	86951000	27063000	55323000	68202000	70175000	81591000	66350000	144710000	70810000	63891000	155370000	105000000	41820000	35744000			
orf19.89	orf19.89 PEX7 CGDID:CAL0000686 COORDS:Ca21chr6_C_albicans_SC5314:172306-173448W, translated using codon table 12 (380 amino acids) Uncharacterized ORF; Protein of unknown function	1	1	3	1	1	2	2	2	4	2	2	1	0	1	1	0	1	1	3	1	1	2	2	2	4	2	2	1	0	1	1	0	0	7165700	51292000	16686000	22882000	43320000	15988000	26960000	81926000	42976000	33234000	28706000	0	17740000	16689000	0			
orf19.891	orf19.891 orf19.891 CGDID:CAL0002924 COORDS:Ca21chr2_C_albicans_SC5314:698222-700558W, translated using codon table 12 (778 amino acids) Uncharacterized ORF; Putative AMP deaminase; possibly an essential gene, disruptants not obtained by UAU1 method	2	2	3	4	2	1	2	6	2	3	4	4	1	2	3	4	2	2	3	4	2	1	2	6	2	3	4	4	1	2	3	4	13796000	21797000	35026000	61468000	14200000	10537000	19264000	51776000	18265000	38361000	36091000	41964000	19878000	23807000	40368000	56328000			
orf19.897	orf19.897 VPS20 CGDID:CAL0002935 COORDS:Ca21chr2_C_albicans_SC5314:682866-682216C, translated using codon table 12 (216 amino acids) Verified ORF; ESCRT III complex protein; role in multivesicular body (MVB) trafficking; required for processing of Rim8; Bc	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11778000	16487000	0	7255800	0	0	0	0	0	0	0	0			
orf19.898	orf19.898 HEM2 CGDID:CAL0002938 COORDS:Ca21chr2_C_albicans_SC5314:681030-682055W, translated using codon table 12 (341 amino acids) Uncharacterized ORF; Putative porphobilinogen synthase; induced in high iron; protein level decrease in stationary phase cul	8	8	8	8	10	6	7	4	9	8	5	6	7	5	7	5	8	8	8	8	10	6	7	4	9	8	5	6	7	5	7	5	368160000	353540000	356450000	351570000	425880000	332370000	328720000	182580000	483580000	324640000	220310000	259430000	310210000	246090000	235340000	230390000			
orf19.900	orf19.900 NSP1 CGDID:CAL0003573 COORDS:Ca21chr2_C_albicans_SC5314:677135-679291W, translated using codon table 12 (718 amino acids) Uncharacterized ORF; Essential component of the nuclear pore complex; sumoylation target; stationary phase enriched protein;	19	23	20	22	22	21	24	22	22	25	23	24	24	21	21	22	19	23	20	22	22	21	24	22	22	25	23	24	24	21	21	22	1080700000	1522199999.9999998	1365300000	1388900000	1641799999.9999998	1638699999.9999998	1757399999.9999998	1307700000	1458499999.9999998	2153700000	1021799999.9999999	1088500000	1824499999.9999998	1265400000	1714099999.9999998	1181700000			
orf19.903	orf19.903 GPM1 CGDID:CAL0003574 COORDS:Ca21chr2_C_albicans_SC5314:675910-676656W, translated using codon table 12 (248 amino acids) Verified ORF; Phosphoglycerate mutase; surface protein that binds host complement Factor H and FHL-1; antigenic; fluconazole	24	25	26	24	25	24	25	24	23	23	24	22	25	24	25	26	24	25	26	24	25	24	25	24	23	23	24	22	25	24	25	26	56405000000	52325000000	53454000000	41072000000	41040000000	33983000000	30021000000	65176000000	32859000000	45351000000	46535000000	41153000000	69854000000	66489000000	42282000000	52554000000			
orf19.904	orf19.904 orf19.904 CGDID:CAL0003575 COORDS:Ca21chr2_C_albicans_SC5314:674364-675065W, translated using codon table 12 (233 amino acids) Uncharacterized ORF; Protein of unknown function	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	3	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	3	78788000	55044000	46095000	6143800	70758000	80833000	42873000	78824000	59576000	80251000	51460000	48763000	91133000	95952000	48397000	97074000			
orf19.909.1	orf19.909.1 orf19.909.1 CGDID:CAF0007453 COORDS:Ca21chr2_C_albicans_SC5314:657188-657627W, translated using codon table 12 (74 amino acids) Uncharacterized ORF; Protein of unknown function	2	3	3	1	3	3	2	3	2	3	2	2	4	3	1	1	2	3	3	1	3	3	2	3	2	3	2	2	4	3	1	1	121510000	111860000	69652000	21479000	118620000	115910000	87887000	75225000	80784000	191540000	64595000	71843000	223980000	145820000	22133000	25923000			
orf19.913.2	orf19.913.2 orf19.913.2 CGDID:CAF0006914 COORDS:Ca21chr3_C_albicans_SC5314:855056-855582W, translated using codon table 12 (135 amino acids) Uncharacterized ORF; Ortholog of subunit 6 of the ubiquinol cytochrome-c reductase complex, a component of the mito	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	97399000	61105000	50085000	36164000	140510000	210770000	0	107770000	114080000	148380000	61343000	113090000	202770000	88665000	76851000	76900000			
orf19.92	orf19.92 orf19.92 CGDID:CAL0000704 COORDS:Ca21chr6_C_albicans_SC5314:181089-178399C, translated using codon table 12 (896 amino acids) Uncharacterized ORF; Protein with a predicted thioredoxin-like domain; Hap43-repressed; induced by prostaglandins	31	25	21	23	34	37	27	33	32	34	25	27	36	34	21	28	31	25	21	23	34	37	27	33	32	34	25	27	36	34	21	28	985920000	796410000	620440000	510410000	1277700000	1511099999.9999998	669660000	1221500000	1006799999.9999999	1422200000	773170000	659440000	1568299999.9999998	1372300000	619150000	984810000			
orf19.921	orf19.921 HMS1 CGDID:CAL0003626 COORDS:Ca21chr5_C_albicans_SC5314:153233-151176C, translated using codon table 12 (685 amino acids) Verified ORF; hLh domain Myc-type transcript factor; required for morphogenesis induced by elevated temperature or Hsp90 com	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	6073900	0	0	0	0	0	1531900	2535400	0	0	0	0	9770000	0	0	0			
orf19.930	orf19.930 PET9 CGDID:CAL0003655 COORDS:Ca21chr5_C_albicans_SC5314:134740-135645W, translated using codon table 12 (301 amino acids) Verified ORF; Mitochondrial ADP/ATP carrier protein involved in ATP biosynthesis; possible lipid raft component; 3 predicted	3	3	4	3	3	2	6	3	2	3	3	4	2	3	3	3	3	3	4	3	3	2	6	3	2	3	3	4	2	3	3	3	121330000	122130000	82371000	47456000	137860000	90390000	173500000	114000000	15564000	73088000	78753000	101470000	99491000	156450000	90282000	86865000			
orf19.939	orf19.939 NAM7 CGDID:CAL0003666 COORDS:Ca21chr5_C_albicans_SC5314:95043-98102W, translated using codon table 12 (1019 amino acids) Uncharacterized ORF; Putative role in nonsense-mediated mRNA decay; similar to S. cerevisiae Nam7p; gene induced by ciclopiro	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	13005000	3442300	0	0	0	0	0	0	0	0	0	0	13728000	0	7782500	0			
orf19.94	orf19.94 orf19.94 CGDID:CAL0000706 COORDS:Ca21chr6_C_albicans_SC5314:184139-183405C, translated using codon table 12 (244 amino acids) Uncharacterized ORF; Protein of unknown function; Spider biofilm induced	3	2	1	1	6	6	1	1	5	5	1	1	4	3	1	1	3	2	1	1	6	6	1	1	5	5	1	1	4	3	1	1	56111000	18210000	3383200	2983600	242660000	248060000	3921700	2905800	103850000	201020000	2910700	3825900	112490000	65637000	3441000	4043900			
orf19.944	orf19.944 IFG3 CGDID:CAL0003688 COORDS:Ca21chr5_C_albicans_SC5314:81598-80483C, translated using codon table 12 (347 amino acids) Uncharacterized ORF; Putative D-amino acid oxidase; Spider biofilm induced	2	3	3	2	3	3	2	2	4	2	1	2	3	1	2	1	2	3	3	2	3	3	2	2	4	2	1	2	3	1	2	1	29622000	46317000	48422000	31751000	48484000	45358000	38786000	26555000	95435000	46552000	20478000	23134000	39591000	19843000	36543000	21496000			
orf19.945	orf19.945 VPS2 CGDID:CAL0003689 COORDS:Ca21chr5_C_albicans_SC5314:80225-79518C, translated using codon table 12 (235 amino acids) Uncharacterized ORF; Protein of unknown function	3	2	4	3	2	2	2	4	3	3	1	3	3	3	4	4	3	2	4	3	2	2	2	4	3	3	1	3	3	3	4	4	20314000	10823000	42129000	29230000	19866000	27073000	12925000	56253000	17142000	42288000	15081000	24280000	35736000	26425000	24297000	45356000			
orf19.946	orf19.946 MET14 CGDID:CAL0003690 COORDS:Ca21chr5_C_albicans_SC5314:78890-79492W, translated using codon table 12 (200 amino acids) Uncharacterized ORF; Putative adenylylsulfate kinase; predicted role in sulfur metabolism; possibly adherence-induced; protei	2	4	8	7	2	1	2	4	1	4	3	5	2	3	6	6	2	4	8	7	2	1	2	4	1	4	3	5	2	3	6	6	62471000	76665000	469060000	567870000	41862000	24781000	34217000	156350000	14305000	63875000	87923000	97915000	53083000	74305000	387230000	475080000			
orf19.947	orf19.947 MRP17 CGDID:CAL0003691 COORDS:Ca21chr5_C_albicans_SC5314:78136-77777C, translated using codon table 12 (119 amino acids) Uncharacterized ORF; Predicted mitochondrial ribosomal protein	1	1	0	1	1	0	1	0	1	1	1	0	0	1	0	0	1	1	0	1	1	0	1	0	1	1	1	0	0	1	0	0	5465100	56781000	0	43906000	34580000	0	24956000	0	46356000	57399000	22535000	0	0	6102900	0	0			
orf19.951	orf19.951 orf19.951 CGDID:CAL0003712 COORDS:Ca21chr5_C_albicans_SC5314:72101-71613C, translated using codon table 12 (162 amino acids) Uncharacterized ORF; Protein of unknown function; transcript repressed upon yeast-hyphal switch; fluconazole-induced; Hap	1	1	2	1	0	0	2	1	0	0	0	1	2	1	2	1	1	1	2	1	0	0	2	1	0	0	0	1	2	1	2	1	16220000	14728000	39285000	12458000	0	0	17997000	19723000	0	0	0	0	65617000	18334000	17490000	15347000			
orf19.953.1	orf19.953.1 COF1 CGDID:CAF0006915 COORDS:Ca21chr5_C_albicans_SC5314:67605-68261W, translated using codon table 12 (141 amino acids) Uncharacterized ORF; Putative cofilin; macrophage-induced protein; protein present in exponential and stationary-phase yeast	9	10	9	10	9	9	9	10	9	9	9	9	9	9	10	10	9	10	9	10	9	9	9	10	9	9	9	9	9	9	10	10	4885400000	5418100000	6477799999.999999	5185900000	5930099999.999999	3499799999.9999995	5339200000	5034000000	4178799999.9999995	4634900000	4163999999.9999995	4508300000	4792500000	5371100000	4250399999.9999995	5248800000			
orf19.955	orf19.955 orf19.955 CGDID:CAL0003715 COORDS:Ca21chr5_C_albicans_SC5314:63667-64644W, translated using codon table 12 (325 amino acids) Uncharacterized ORF; Protein of unknown function; Spider biofilm repressed	0	0	0	0	3	3	0	0	2	3	0	0	1	0	0	1	0	0	0	0	3	3	0	0	2	3	0	0	1	0	0	1	0	0	0	0	16278000	29416000	0	0	11097000	56210000	0	0	13180000	0	0	13907000			
orf19.962	orf19.962 orf19.962 CGDID:CAL0003742 COORDS:Ca21chr5_C_albicans_SC5314:53780-53247C, translated using codon table 12 (177 amino acids) Uncharacterized ORF; Protein with a fungal RNA polymerase I subunit RPA14 domain; proposed to play a role in the recruitm	3	4	4	3	4	6	5	6	5	4	5	6	5	5	5	4	3	4	4	3	4	6	5	6	5	4	5	6	5	5	5	4	75869000	23344000	163210000	117400000	127890000	106560000	193750000	188030000	108340000	161760000	210950000	269140000	112020000	101020000	139640000	78388000			
orf19.967	orf19.967 orf19.967 CGDID:CAL0003747 COORDS:Ca21chr5_C_albicans_SC5314:47366-46404C, translated using codon table 12 (320 amino acids) Uncharacterized ORF; Major mitochondrial nuclease; has RNAse and DNA endo- and exonucleolytic activities; roles in mitoch	5	6	6	4	5	5	3	6	5	7	4	5	7	7	7	6	5	6	6	4	5	5	3	6	5	7	4	5	7	7	7	6	109750000	168520000	167600000	95119000	121670000	86021000	38351000	93761000	107460000	175700000	58338000	84029000	156450000	174230000	102860000	112310000			
orf19.969	orf19.969 orf19.969 CGDID:CAL0003751 COORDS:Ca21chr5_C_albicans_SC5314:43421-44635W, translated using codon table 12 (404 amino acids) Uncharacterized ORF; Protein of unknown function	2	4	4	6	1	0	1	1	2	2	1	0	0	4	3	5	2	4	4	6	1	0	1	1	2	2	1	0	0	4	3	5	33661000	101390000	167130000	167690000	5289400	0	11790000	16877000	16256000	45912000	6023100	0	0	52415000	74169000	172340000			
orf19.974	orf19.974 ROT2 CGDID:CAL0003777 COORDS:Ca21chr5_C_albicans_SC5314:36656-39271W, translated using codon table 12 (871 amino acids) Verified ORF; Alpha-glucosidase II, catalytic subunit, required for N-linked protein glycosylation and normal cell wall synthe	5	4	4	5	5	4	5	4	7	5	2	5	3	4	4	4	5	4	4	5	5	3	5	4	7	5	2	5	3	4	4	4	61878000	41522000	45147000	45662000	76764000	51936000	51493000	44676000	100490000	47157000	26303000	37973000	45850000	41930000	35549000	25387000			
orf19.976	orf19.976 BRE1 CGDID:CAL0003779 COORDS:Ca21chr5_C_albicans_SC5314:35884-33839C, translated using codon table 12 (681 amino acids) Verified ORF; Putative transcription factor with C3HC4 zinc finger DNA-binding motif; similar to S. cerevisiae Bre1p; transpos	9	8	3	1	9	8	10	6	6	10	3	3	13	10	4	6	9	8	3	1	9	8	10	6	6	10	3	3	13	10	4	6	146350000	111760000	36324000	6029700	108920000	130390000	131550000	55441000	77228000	161980000	34374000	31696000	250660000	116760000	27875000	43502000			
orf19.978	orf19.978 BDF1 CGDID:CAL0003781 COORDS:Ca21chr5_C_albicans_SC5314:32849-30720C, translated using codon table 12 (709 amino acids) Uncharacterized ORF; Bromodomain transcription factor; repressed upon adherence to polystyrene; reduced mRNA abundance detecte	6	7	7	4	5	3	6	9	3	8	8	6	7	6	6	6	6	7	7	4	5	3	6	9	3	8	8	6	7	6	6	6	98322000	110010000	161430000	95582000	121150000	64877000	184850000	164240000	52791000	146740000	128140000	110690000	140030000	102860000	107580000	120090000			
orf19.979	orf19.979 FAS1 CGDID:CAL0003782 COORDS:Ca21chr5_C_albicans_SC5314:29661-23548C, translated using codon table 12 (2037 amino acids) Verified ORF; Beta subunit of fatty-acid synthase; multifunctional enzyme; Hap43, fluconazole-induced; amphotericin B, caspof	90	84	91	90	92	87	78	83	92	90	77	87	79	77	84	82	90	84	91	90	92	87	78	83	92	90	77	87	79	77	84	82	17396000000	16063000000	22253000000	18320000000	21341000000	20045000000	13037000000	13795000000	31477000000	18906000000	16117000000	17049000000	13093000000	11893000000	13912000000	13451000000			
orf19.986	orf19.986 GLY1 CGDID:CAL0003813 COORDS:Ca21chr1_C_albicans_SC5314:2315247-2316368W, translated using codon table 12 (373 amino acids) Verified ORF; L-threonine aldolase; complements glycine auxotrophy of S. cerevisiae shm1 shm2 gly1-1 triple mutant; macrop	12	15	12	13	13	13	13	13	11	13	12	10	13	13	12	12	12	14	11	12	13	12	12	12	10	12	11	9	13	13	11	11	2871000000	2401300000	2020199999.9999998	1423100000	2194900000	1710199999.9999998	1406300000	1792299999.9999998	2729800000	2217900000	1665499999.9999998	1096300000	2720100000	2186200000	1349200000	1311600000			
orf19.989	orf19.989 orf19.989 CGDID:CAL0003817 COORDS:Ca21chr1_C_albicans_SC5314:2318337-2319347W, translated using codon table 12 (336 amino acids) Uncharacterized ORF; Mitochondrial ribosomal protein of the small subunit; Spider biofilm repressed	6	5	6	4	6	5	3	1	7	5	4	3	1	4	3	4	6	5	6	4	6	5	3	1	7	5	4	3	1	4	3	4	178130000	125920000	158960000	106900000	87157000	164180000	31279000	0	149710000	113990000	58109000	3766400	23887000	89262000	73356000	108380000			
orf19.99	orf19.99 HAL21 CGDID:CAL0000710 COORDS:Ca21chr6_C_albicans_SC5314:194044-193016C, translated using codon table 12 (342 amino acids) Uncharacterized ORF; Putative phosphoadenosine-5-phosphate or 3-phosphoadenosine 5-phosphosulfate phosphatase; possible r	7	6	7	7	7	9	2	5	9	8	9	3	6	9	9	6	7	6	7	7	7	9	2	5	9	8	9	3	6	9	9	6	224430000	245250000	238840000	229850000	172770000	197550000	63636000	86754000	176910000	177920000	122360000	72208000	121560000	194940000	176280000	163510000			
orf19.992	orf19.992 LKH1 CGDID:CAL0003842 COORDS:Ca21chr1_C_albicans_SC5314:2321637-2323508W, translated using codon table 12 (623 amino acids) Uncharacterized ORF; Putative leukotriene A(4) hydrolase; repressed during the mating process; Hog1p-induced	12	9	9	12	14	13	10	9	14	7	11	13	10	8	9	9	12	9	9	12	14	13	10	9	14	7	11	13	10	8	9	9	670570000	519350000	590190000	605520000	637920000	585010000	367590000	415200000	724490000	317470000	559460000	504570000	421960000	374640000	541170000	438080000			
orf19.993	orf19.993 orf19.993 CGDID:CAL0003844 COORDS:Ca21chr1_C_albicans_SC5314:2324072-2324596W, translated using codon table 12 (174 amino acids) Uncharacterized ORF; Protein of unknown function; rat catheter biofilm repressed	1	2	2	3	1	1	1	2	1	2	1	1	2	2	4	3	1	2	2	3	1	1	1	2	1	2	1	1	2	2	4	3	6081000	125030000	271760000	237850000	2683800	3815000	37148000	22529000	0	74656000	2793500	3229600	20668000	49325000	252500000	131970000			
REV__CON__Q14CN4-1		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4211600	0	0	0	0	0	0	2033100		+	+
REV__orf19.1203	orf19.1203 SRO77 CGDID:CAL0002765 COORDS:Ca21chr6_C_albicans_SC5314:73882-70652C, translated using codon table 12 (1076 amino acids) Uncharacterized ORF; Protein with a predicted role in docking and fusion of post-Golgi vesicles with the plasma membrane; f	1	0	1	1	2	1	2	1	1	1	0	0	1	1	0	0	1	0	1	1	2	1	2	1	1	1	0	0	1	1	0	0	207380000	0	14635000	13194000	261280000	327700000	171200000	63860000	316310000	85082000	0	0	62727000	8912000	0	0		+	
REV__orf19.1985	orf19.1985 orf19.1985 CGDID:CAL0002707 COORDS:Ca21chrR_C_albicans_SC5314:1671193-1672404W, translated using codon table 12 (403 amino acids) Uncharacterized ORF; Has aminoglycoside phosphotransferase and protein kinase domains; rat catheter and flow model 	1	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	19157000	0	15045000	0	0	0	5392000	0	18967000	0	0	0	0	10688000	0	0		+	
REV__orf19.2059	orf19.2059 orf19.2059 CGDID:CAL0004444 COORDS:Ca21chr2_C_albicans_SC5314:115265-116176W, translated using codon table 12 (303 amino acids) Uncharacterized ORF; Protein with homology to magnesium-dependent endonucleases and phosphatases; regulated by Sef1, 	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8254400	0	0	0	0		+	
REV__orf19.243	orf19.243 OXR1 CGDID:CAL0003979 COORDS:Ca21chr3_C_albicans_SC5314:553433-552396C, translated using codon table 12 (345 amino acids) Uncharacterized ORF; Protein of unknown function	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38982000	0	0	0	0	0	+	+	
REV__orf19.2857	orf19.2857 orf19.2857 CGDID:CAL0005155 COORDS:Ca21chrR_C_albicans_SC5314:685210-682679C, translated using codon table 12 (843 amino acids) Uncharacterized ORF; Protein of unknown function	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14583000	10185000	0	0	0	0		+	
REV__orf19.2867	orf19.2867 orf19.2867 CGDID:CAL0005176 COORDS:Ca21chr4_C_albicans_SC5314:1484418-1486436W, translated using codon table 12 (672 amino acids) Uncharacterized ORF; Protein of unknown function	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	809930000	0	0	0	0	0	+	+	
REV__orf19.3537	orf19.3537 orf19.3537 CGDID:CAL0005887 COORDS:Ca21chr2_C_albicans_SC5314:1048327-1047929C, translated using codon table 12 (132 amino acids) Uncharacterized ORF; Putative sulfiredoxin; regulated by Tsa1, Tsa1B in minimal media at 37 degrees C; flow model b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6099700	0	+	+	
REV__orf19.3658	orf19.3658 orf19.3658 CGDID:CAL0000424 COORDS:Ca21chr6_C_albicans_SC5314:122527-124470W, translated using codon table 12 (647 amino acids) Uncharacterized ORF; Protein of unknown function	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	16886000	0	6332900	6225100	8940700	8704900	8581800	0	14601000	9758600	11847000	9012000	12575000	11943000	16541000	7483700		+	
REV__orf19.3861	orf19.3861 SIS1 CGDID:CAL0002119 COORDS:Ca21chrR_C_albicans_SC5314:1297556-1298587W, translated using codon table 12 (343 amino acids) Uncharacterized ORF; Putative Type II HSP40 co-chaperone; macrophage/pseudohyphal-repressed; heavy metal (cadmium) stress	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21989000	0	0	0	0	0	+	+	
